,Unnamed: 0,Reglbrev_id,Stycke-id,RegleringsbrevÅr,Mening innan,Kontext,Departement,Beslutnamn,UO,UOnamn,Anslag,Anslagsår,Anslagnamn,Anslagspost,Anslagspostnamn,Delpost,Delpostnamn,UtskriftNomenklatur,Myndighet,Belopp,text,label,Sammanfoga,Uppdelad,Unnamed: 24
1520,47090,1816,31542,2013,,"<ol>  <li>utgifter för arvoden till ledamöter i Oljekrisnämnden, </li>  <li>utgifter för internationellt samarbete, bl.a. inom ramen för EU och OECD,</li>  <li>utgifter för eget deltagande i EU:s program, och</li>  <li>Fjärrvärmenämndens verksamhet utöver de ansökningavgifter som disponeras enligt 12 § fjärrvärmelagen (2008:263).</li>  </ol>  Statens energimyndighet ska kunna använda och samverka med det gemensamma radiokommunikationssystemet Rakel. Statens energimyndighet ska efter fakturering betala totalt 133 200 kronor till Myndigheten för samhällsskydd och beredskap (MSB) som abonnemangsavgift.",Näringsdepartementet,Myndighet Statens energimyndighet,21,Energi,21 01 001,2013,Statens energimyndighet: Förvaltningskostnader,1,Statens energimyndighet: Förvaltningskostnader,,,1:1 ap.1,Statens energimyndighet,265631000," utgifter för arvoden till ledamöter i Oljekrisnämnden,  .",0,,,
1521,47091,1816,31542,2013,,"<ol>  <li>utgifter för arvoden till ledamöter i Oljekrisnämnden, </li>  <li>utgifter för internationellt samarbete, bl.a. inom ramen för EU och OECD,</li>  <li>utgifter för eget deltagande i EU:s program, och</li>  <li>Fjärrvärmenämndens verksamhet utöver de ansökningavgifter som disponeras enligt 12 § fjärrvärmelagen (2008:263).</li>  </ol>  Statens energimyndighet ska kunna använda och samverka med det gemensamma radiokommunikationssystemet Rakel. Statens energimyndighet ska efter fakturering betala totalt 133 200 kronor till Myndigheten för samhällsskydd och beredskap (MSB) som abonnemangsavgift.",Näringsdepartementet,Myndighet Statens energimyndighet,21,Energi,21 01 001,2013,Statens energimyndighet: Förvaltningskostnader,1,Statens energimyndighet: Förvaltningskostnader,,,1:1 ap.1,Statens energimyndighet,265631000," utgifter för internationellt samarbete, bl.a. inom ramen för EU och OECD, .",0,,,
1522,47093,1816,31542,2013,,"<ol>  <li>utgifter för arvoden till ledamöter i Oljekrisnämnden, </li>  <li>utgifter för internationellt samarbete, bl.a. inom ramen för EU och OECD,</li>  <li>utgifter för eget deltagande i EU:s program, och</li>  <li>Fjärrvärmenämndens verksamhet utöver de ansökningavgifter som disponeras enligt 12 § fjärrvärmelagen (2008:263).</li>  </ol>  Statens energimyndighet ska kunna använda och samverka med det gemensamma radiokommunikationssystemet Rakel. Statens energimyndighet ska efter fakturering betala totalt 133 200 kronor till Myndigheten för samhällsskydd och beredskap (MSB) som abonnemangsavgift.",Näringsdepartementet,Myndighet Statens energimyndighet,21,Energi,21 01 001,2013,Statens energimyndighet: Förvaltningskostnader,1,Statens energimyndighet: Förvaltningskostnader,,,1:1 ap.1,Statens energimyndighet,265631000, Fjärrvärmenämndens verksamhet utöver de ansökningavgifter som disponeras enligt 12 § fjärrvärmelagen (2008:263).,0,,,
1523,47095,1816,31542,2013,,"<ol>  <li>utgifter för arvoden till ledamöter i Oljekrisnämnden, </li>  <li>utgifter för internationellt samarbete, bl.a. inom ramen för EU och OECD,</li>  <li>utgifter för eget deltagande i EU:s program, och</li>  <li>Fjärrvärmenämndens verksamhet utöver de ansökningavgifter som disponeras enligt 12 § fjärrvärmelagen (2008:263).</li>  </ol>  Statens energimyndighet ska kunna använda och samverka med det gemensamma radiokommunikationssystemet Rakel. Statens energimyndighet ska efter fakturering betala totalt 133 200 kronor till Myndigheten för samhällsskydd och beredskap (MSB) som abonnemangsavgift.",Näringsdepartementet,Myndighet Statens energimyndighet,21,Energi,21 01 001,2013,Statens energimyndighet: Förvaltningskostnader,1,Statens energimyndighet: Förvaltningskostnader,,,1:1 ap.1,Statens energimyndighet,265631000,Statens energimyndighet ska efter fakturering betala totalt 133 200 kronor till Myndigheten för samhällsskydd och beredskap (MSB) som abonnemangsavgift.,0,,,
1524,71884,2992,51691,2006,,Anslagsposten disponeras för havandeskapspenning enligt lagen (1962:381) om allmän försäkring.,Socialdepartementet,Myndighet Försäkringskassan,12,Ekonomisk trygghet för familjer och barn,12 21 02,2006,Föräldraförsäkring,12,Havandeskapspenning,,,21:2 ap.12,Försäkringskassan,424494000,Anslagsposten disponeras för havandeskapspenning enligt lagen (1962:381) om allmän försäkring.,0,,,
1525,45315,1740,30275,2013,,Avser preliminär statlig ålderspensionsavgift för 2013 om 13 374 484 kronor och ett regleringsbelopp för 2010 om 2 625 516 kronor.,Socialdepartementet,Myndighet Försäkringskassan,10,Ekonomisk trygghet vid sjukdom och funktionsnedsättning,10 01 001,2013,Sjukpenning och rehabilitering m.m.,16,Statlig ålderspensionsavgift för närståendepenning,,,1:1 ap.16,Försäkringskassan,16000000,Avser preliminär statlig ålderspensionsavgift för 2013 om 13 374 484 kronor och ett regleringsbelopp för 2010 om 2 625 516 kronor.,1,,,
1526,24584,943,16877,2018,,"Anslagsposten får användas för att finansiera insatser som utvecklar nya internationella samarbetsformer och resultatbaserad klimatfinansiering inom ramen för Parisavtalet under FN:s klimatkonvention, och särskilt dess artikel 6. Syftet är att bidra till ökad ambition att nå Parisavtalets långsiktiga temperaturmål om att hålla den globala temperaturökningen till väl under två grader och att göra ansträngningar för att begränsa ökningen till 1,5 grader, samt kunna bidra till resultatbaserad klimatfinansiering eller, jämte andra kompletterande åtgärder, kunna bidra till att nå klimatmålen i det klimatpolitiska ramverket.",Miljö- och energidepartementet,Anslag 20 01 012,20,Allmän miljö- och naturvård,20 01 012,2018,Insatser för internationella klimatinvesteringar,4,Int. insatser Parisavtalet,,,1:12 ap.4,Statens energimyndighet,30000000,"Anslagsposten får användas för att finansiera insatser som utvecklar nya internationella samarbetsformer och resultatbaserad klimatfinansiering inom ramen för Parisavtalet under FN:s klimatkonvention, och särskilt dess artikel 6.",0,,,
1527,24585,943,16877,2018,,"Anslagsposten får användas för att finansiera insatser som utvecklar nya internationella samarbetsformer och resultatbaserad klimatfinansiering inom ramen för Parisavtalet under FN:s klimatkonvention, och särskilt dess artikel 6. Syftet är att bidra till ökad ambition att nå Parisavtalets långsiktiga temperaturmål om att hålla den globala temperaturökningen till väl under två grader och att göra ansträngningar för att begränsa ökningen till 1,5 grader, samt kunna bidra till resultatbaserad klimatfinansiering eller, jämte andra kompletterande åtgärder, kunna bidra till att nå klimatmålen i det klimatpolitiska ramverket.",Miljö- och energidepartementet,Anslag 20 01 012,20,Allmän miljö- och naturvård,20 01 012,2018,Insatser för internationella klimatinvesteringar,4,Int. insatser Parisavtalet,,,1:12 ap.4,Statens energimyndighet,30000000,"Syftet är att bidra till ökad ambition att nå Parisavtalets långsiktiga temperaturmål om att hålla den globala temperaturökningen till väl under två grader och att göra ansträngningar för att begränsa ökningen till 1,5 grader, samt kunna bidra till resultatbaserad klimatfinansiering eller, jämte andra kompletterande åtgärder, kunna bidra till att nå klimatmålen i det klimatpolitiska ramverket.",0,,,
1528,32683,1263,22198,2016,,Luleå tekniska universitet bemyndigas med anledning av medlemskapet i en kunskaps- och innovationsplattform inom råvaror (KIC Raw materials) under Europeiska institutet för innovation och teknik (EIT) att besluta om en årlig medlemsavgift på högst 900 000 kronor under 2015-2022.,Utbildningsdepartementet,Myndighet Luleå tekniska universitet,16,Utbildning och universitetsforskning,16 02 020,2016,Luleå tekniska universitet: Forskning och utbildning på forskarnivå,4,Basresurs,,,2:20 ap.4,Luleå tekniska universitet,363673000,Luleå tekniska universitet bemyndigas med anledning av medlemskapet i en kunskaps- och innovationsplattform inom råvaror (KIC Raw materials) under Europeiska institutet för innovation och teknik (EIT) att besluta om en årlig medlemsavgift på högst 900 000 kronor under 2015-2022.,0,,,
1529,56434,2294,38348,2010,,Ansökningsavgifter erlagda vid Migrationsverket ska redovisas mot inkomsttitel 2511 Expeditions- och ansökningsavgifter.,Justitiedepartementet,Myndighet Migrationsverket,8,Migration,08 01 001,2010,Migrationsverket,1,Migrationsverket,,,1:1 ap.1,Migrationsverket,2010013000,Ansökningsavgifter erlagda vid Migrationsverket ska redovisas mot inkomsttitel 2511 Expeditions- och ansökningsavgifter.,1,,,
1530,14331,418,9575,2020,,Myndigheten ska redovisa prognoser för 2020–2023 vid nedanstående prognostillfällen. Prognoserna ska kommenteras både i förhållande till föregående prognostillfälle och i förhållande till budgeten. Prognoserna lämnas i informationssystemet Hermes senast den,Kulturdepartementet,Anslag 17 13 004,17,"Kultur, medier, trossamfund och fritid",17 13 004,2020,Bidrag till riksdagspartiers kvinnoorganisationer,1,Stöd till riksdagspartiernas kvinnoorganisationer ,,,13:4 ap.1,Riksdagsförvaltningen,15000000,Myndigheten ska redovisa prognoser för 2020–2023 vid nedanstående prognostillfällen.,1,,,
1531,14332,418,9575,2020,,Myndigheten ska redovisa prognoser för 2020–2023 vid nedanstående prognostillfällen. Prognoserna ska kommenteras både i förhållande till föregående prognostillfälle och i förhållande till budgeten. Prognoserna lämnas i informationssystemet Hermes senast den,Kulturdepartementet,Anslag 17 13 004,17,"Kultur, medier, trossamfund och fritid",17 13 004,2020,Bidrag till riksdagspartiers kvinnoorganisationer,1,Stöd till riksdagspartiernas kvinnoorganisationer ,,,13:4 ap.1,Riksdagsförvaltningen,15000000,Prognoserna ska kommenteras både i förhållande till föregående prognostillfälle och i förhållande till budgeten.,1,,,
1532,14333,418,9575,2020,,Myndigheten ska redovisa prognoser för 2020–2023 vid nedanstående prognostillfällen. Prognoserna ska kommenteras både i förhållande till föregående prognostillfälle och i förhållande till budgeten. Prognoserna lämnas i informationssystemet Hermes senast den,Kulturdepartementet,Anslag 17 13 004,17,"Kultur, medier, trossamfund och fritid",17 13 004,2020,Bidrag till riksdagspartiers kvinnoorganisationer,1,Stöd till riksdagspartiernas kvinnoorganisationer ,,,13:4 ap.1,Riksdagsförvaltningen,15000000,Prognoserna lämnas i informationssystemet Hermes senast den,1,,,
1533,72080,3004,51806,2006,,"2. Motsvarande det som anges i villkoren 1 och 2, delpost 1 Förvaltningskostnader för AMV, gäller även denna delpost.",Näringsdepartementet,Myndighet Arbetsmarknadsverket,13,Arbetsmarknad,13 22 01,2006,Arbetsmarknadsverkets förvaltningskostnader,1,Förvaltningskostnader för AMV,5.0,Personalförstärkningar ökad kontrollverksamhet,22:1 ap.1.5,Arbetsmarknadsverket,120000000,"Motsvarande det som anges i villkoren 1 och 2, delpost 1 Förvaltningskostnader för AMV, gäller även denna delpost.",2,,,
1534,8160,265,5173,2021,,"9. Av de medel som har tillförts Vetenskapsrådet för finansiering av European Spallation Source ERIC (ESS) i enlighet med vad som presenterades i forsknings- och innovationspropositionerna 2008, 2012 och 2020 (prop. 2008/09:50, prop. 2012/13:30 och 2020/21:60) och budgetpropositionerna för 2015 (prop. 2014/15:1) och 2017 (prop. 2016/17:1), ska 800 miljoner kronor användas 2021 för bidrag till ESS, varav högst 4 miljoner kronor får användas för finansiering av Vetenskapsrådets stödfunktion för Sveriges värdskap för ESS. Stödfunktionen ska bl.a. förbereda för att Sverige ska ha möjlighet att bidra med naturabidrag (in-kind) till ESS. För de medel som har tillförts Vetenskapsrådet för finansiering av ESS ska utbetalning ske senast den 31 januari 2021. Vidare ska ytterligare 64 miljoner kronor betalas ut i bidrag till ESS under 2021, efter särskilt beslut av regeringen.",Utbildningsdepartementet,Myndighet Vetenskapsrådet,16,Utbildning och universitetsforskning,16 03 001,2021,Vetenskapsrådet: Forskning och forskningsinformation,5,Forskningsfinansiering och forskningsinfrastruktur,,,3:1 ap.5,Vetenskapsrådet,6830846000,"Av de medel som har tillförts Vetenskapsrådet för finansiering av European Spallation Source ERIC (ESS) i enlighet med vad som presenterades i forsknings- och innovationspropositionerna 2008, 2012 och 2020 (prop. 2008/09:50, prop. 2012/13:30 och 2020/21:60) och budgetpropositionerna för 2015 (prop. 2014/15:1) och 2017 (prop. 2016/17:1), ska 800 miljoner kronor användas 2021 för bidrag till ESS, varav högst 4 miljoner kronor får användas för finansiering av Vetenskapsrådets stödfunktion för Sveriges värdskap för ESS.",0,,,
1535,8161,265,5173,2021,,"9. Av de medel som har tillförts Vetenskapsrådet för finansiering av European Spallation Source ERIC (ESS) i enlighet med vad som presenterades i forsknings- och innovationspropositionerna 2008, 2012 och 2020 (prop. 2008/09:50, prop. 2012/13:30 och 2020/21:60) och budgetpropositionerna för 2015 (prop. 2014/15:1) och 2017 (prop. 2016/17:1), ska 800 miljoner kronor användas 2021 för bidrag till ESS, varav högst 4 miljoner kronor får användas för finansiering av Vetenskapsrådets stödfunktion för Sveriges värdskap för ESS. Stödfunktionen ska bl.a. förbereda för att Sverige ska ha möjlighet att bidra med naturabidrag (in-kind) till ESS. För de medel som har tillförts Vetenskapsrådet för finansiering av ESS ska utbetalning ske senast den 31 januari 2021. Vidare ska ytterligare 64 miljoner kronor betalas ut i bidrag till ESS under 2021, efter särskilt beslut av regeringen.",Utbildningsdepartementet,Myndighet Vetenskapsrådet,16,Utbildning och universitetsforskning,16 03 001,2021,Vetenskapsrådet: Forskning och forskningsinformation,5,Forskningsfinansiering och forskningsinfrastruktur,,,3:1 ap.5,Vetenskapsrådet,6830846000,Stödfunktionen ska bl.a. förbereda för att Sverige ska ha möjlighet att bidra med naturabidrag (in-kind) till ESS.,0,,,
1536,8162,265,5173,2021,,"9. Av de medel som har tillförts Vetenskapsrådet för finansiering av European Spallation Source ERIC (ESS) i enlighet med vad som presenterades i forsknings- och innovationspropositionerna 2008, 2012 och 2020 (prop. 2008/09:50, prop. 2012/13:30 och 2020/21:60) och budgetpropositionerna för 2015 (prop. 2014/15:1) och 2017 (prop. 2016/17:1), ska 800 miljoner kronor användas 2021 för bidrag till ESS, varav högst 4 miljoner kronor får användas för finansiering av Vetenskapsrådets stödfunktion för Sveriges värdskap för ESS. Stödfunktionen ska bl.a. förbereda för att Sverige ska ha möjlighet att bidra med naturabidrag (in-kind) till ESS. För de medel som har tillförts Vetenskapsrådet för finansiering av ESS ska utbetalning ske senast den 31 januari 2021. Vidare ska ytterligare 64 miljoner kronor betalas ut i bidrag till ESS under 2021, efter särskilt beslut av regeringen.",Utbildningsdepartementet,Myndighet Vetenskapsrådet,16,Utbildning och universitetsforskning,16 03 001,2021,Vetenskapsrådet: Forskning och forskningsinformation,5,Forskningsfinansiering och forskningsinfrastruktur,,,3:1 ap.5,Vetenskapsrådet,6830846000,För de medel som har tillförts Vetenskapsrådet för finansiering av ESS ska utbetalning ske senast den 31 januari 2021.,1,,,
1537,8163,265,5173,2021,,"9. Av de medel som har tillförts Vetenskapsrådet för finansiering av European Spallation Source ERIC (ESS) i enlighet med vad som presenterades i forsknings- och innovationspropositionerna 2008, 2012 och 2020 (prop. 2008/09:50, prop. 2012/13:30 och 2020/21:60) och budgetpropositionerna för 2015 (prop. 2014/15:1) och 2017 (prop. 2016/17:1), ska 800 miljoner kronor användas 2021 för bidrag till ESS, varav högst 4 miljoner kronor får användas för finansiering av Vetenskapsrådets stödfunktion för Sveriges värdskap för ESS. Stödfunktionen ska bl.a. förbereda för att Sverige ska ha möjlighet att bidra med naturabidrag (in-kind) till ESS. För de medel som har tillförts Vetenskapsrådet för finansiering av ESS ska utbetalning ske senast den 31 januari 2021. Vidare ska ytterligare 64 miljoner kronor betalas ut i bidrag till ESS under 2021, efter särskilt beslut av regeringen.",Utbildningsdepartementet,Myndighet Vetenskapsrådet,16,Utbildning och universitetsforskning,16 03 001,2021,Vetenskapsrådet: Forskning och forskningsinformation,5,Forskningsfinansiering och forskningsinfrastruktur,,,3:1 ap.5,Vetenskapsrådet,6830846000,"Vidare ska ytterligare 64 miljoner kronor betalas ut i bidrag till ESS under 2021, efter särskilt beslut av regeringen.",0,,,
